"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Centro de la portería","A portería",1591
"Intento","I","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1592
"Intento","I","Corner","Gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1593
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la derecha","Pase","Centro de la portería","A portería",1594
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la derecha","Pase en profundidad","Centro de la portería","A portería",1595
"Intento","I","Juego abierto","Gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1596
"Intento","I","Juego parado","Gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1597
"Intento","I","Corner","Gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1598
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1599
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1600
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Centro de la portería","A portería",1601
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1602
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1603
"Intento","I","Juego parado","Gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1604
"Intento","I","Corner","Gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1605
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1606
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1607
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área grande","Centro","Centro de la portería","A portería",1608
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte izquierda del área grande","Centro","Centro de la portería","A portería",1609
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Centro de la portería","A portería",1610
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1611
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1612
"Intento","I","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1613
"Intento","I","Juego parado","Gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1614
"Intento","I","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1615
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1616
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1617
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1618
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1619
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1620
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1621
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1622
"Intento","I","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1623
"Intento","I","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1624
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1625
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1626
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1627
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1628
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1629
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1630
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1631
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1632
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1633
"Intento","I","Juego abierto","Gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1634
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1635
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1636
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1637
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1638
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1639
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1640
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1641
"Intento","I","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1642
"Intento","I","Juego parado","Gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1643
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase","Centro de la portería","A portería",1644
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte derecha del área grande","Pase","Centro de la portería","A portería",1645
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Centro","Centro de la portería","A portería",1646
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Centro de la portería","A portería",1647
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase en profundidad","Centro de la portería","A portería",1648
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1649
"Intento","I","Corner","Gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1650
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Pase","Centro de la portería","A portería",1651
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte derecha del área grande","Centro","Centro de la portería","A portería",1652
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Pase en profundidad","Centro de la portería","A portería",1653
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte derecha del área grande","Pase en profundidad","Centro de la portería","A portería",1654
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte derecha del área grande","Pase","Centro de la portería","A portería",1655
"Intento","I","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1656
"Intento","I","Juego parado","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1657
"Intento","I","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1658
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Pase","Centro de la portería","A portería",1659
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Pase","Centro de la portería","A portería",1660
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1661
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1662
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1663
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1664
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1665
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1666
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Pase en profundidad","Centro de la portería","A portería",1667
